,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42.09,37.82,17.31,16.26,18.62,10.88,13.33,27.07,31.4,21.04,44.06,39.39,50.47
Expenses,48.81,38.39,19.19,19.11,21.19,14.88,17.85,16.64,17.64,15.53,37.67,34.96,39.50
Operating Profit,-6.72,-0.57,-1.88,-2.85,-2.57,-4.0,-4.52,10.43,13.76,5.51,6.39,4.43,10.97
OPM %,-15.97,-1.51,-10.86,-17.53,-13.8,-36.76,-33.91,38.53,43.82,26.19,14.5,11.25,21.74
Other Income,8.53,2.65,2.63,6.93,1.15,7.67,1.49,0.51,0.48,0.66,0.56,-0.01,1.15
Interest,4.16,3.87,3.23,4.49,3.12,3.0,2.62,3.15,2.7,4.01,3.2,3.13,3.39
Depreciation,1.8,0.92,1.02,1.23,0.8,0.64,0.39,0.35,0.28,0.25,0.28,0.89,1.27
Profit before tax,-4.15,-2.71,-3.5,-1.64,-5.34,0.03,-6.04,7.44,11.26,1.91,3.47,0.4,7.46
Tax %,0.0,0.0,0.0,0.0,0.0,-66.67,36.42,51.08,51.51,65.45,33.72,30.0,
Net Profit,-4.15,-2.7,-3.5,-1.64,-5.35,0.04,-3.84,3.65,5.45,0.66,2.3,0.28,6.15
EPS in Rs,-5.83,-3.79,-4.92,-2.3,-7.52,0.06,-5.39,5.13,7.66,0.93,3.23,0.39,8.64
