,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.31,0.00,0.0,0.00,0.22,1.84,4.14,-0.01,0.00,0.00,0.14,0.00,-0.47
Expenses,0.38,0.02,0.0,0.04,0.34,1.95,4.53,0.19,0.35,0.21,0.84,0.09,-0.50
Operating Profit,-0.07,-0.02,0.0,-0.04,-0.12,-0.11,-0.39,-0.20,-0.35,-0.21,-0.7,-0.09,0.03
OPM %,-22.58,,,,-54.55,-5.98,-9.42,,,,-500.0,30.77,-6.38
Other Income,0.0,0.00,0.0,0.00,0.09,0.1,0.66,0.16,-4.21,-7.09,-0.83,0.13,0.00
Interest,0.0,0.00,0.0,0.00,0.0,0.0,0.0,0.01,0.00,0.00,0.0,0.00,0.00
Depreciation,0.0,0.00,0.0,0.00,0.02,0.0,0.01,0.08,0.08,0.07,0.04,0.04,0.02
Profit before tax,-0.07,-0.02,0.0,-0.04,-0.05,-0.01,0.26,-0.13,-4.64,-7.37,-1.57,0.00,0.01
Tax %,-28.57,0.00,,0.00,0.0,0.0,11.54,0.00,0.00,0.00,0.0,,
Net Profit,-0.08,-0.02,0.0,-0.04,-0.05,-0.01,0.23,-0.13,-4.64,-7.38,-1.58,0.00,0.01
EPS in Rs,-0.17,-0.04,0.0,-0.09,-0.11,-0.02,0.38,-0.21,-7.63,-12.14,-2.6,0.00,0.01
