,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.87,3.68,4.21,4.92,3.42,4.14,3.81,3.64,2.87,3.74,6.23,6.45,8.27
Expenses,5.78,4.1,3.87,3.75,3.6,4.91,4.03,5.44,6.15,4.45,5.29,5.36,6.15
Operating Profit,-1.91,-0.42,0.34,1.17,-0.18,-0.77,-0.22,-1.8,-3.28,-0.71,0.94,1.09,2.12
OPM %,-49.35,-11.41,8.08,23.78,-5.26,-18.6,-5.77,-49.45,-114.29,-18.98,15.09,16.9,25.63
Other Income,2.12,0.72,0.17,0.15,0.07,0.82,0.03,2.46,0.75,0.03,0.12,0.04,-1.02
Interest,0.4,0.33,0.5,0.53,0.32,0.35,0.28,0.23,0.82,0.74,0.71,0.34,0.27
Depreciation,0.4,0.33,0.29,0.61,0.29,0.3,0.29,0.28,0.28,0.28,0.29,0.29,0.25
Profit before tax,-0.59,-0.36,-0.28,0.18,-0.72,-0.6,-0.76,0.15,-3.63,-1.7,0.06,0.5,0.58
Tax %,6.78,2.78,3.57,-38.89,1.39,-1.67,1.32,-26.67,1.1,2.94,-100.0,10.0,
Net Profit,-0.55,-0.35,-0.28,0.25,-0.7,-0.61,-0.75,0.19,-3.59,-1.65,0.12,0.44,0.50
EPS in Rs,-0.46,-0.29,-0.23,0.21,-0.59,-0.51,-0.63,0.16,-3.01,-1.38,0.1,0.29,0.32
