,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,324,347,373,381.0,385.0,380.0,321.0,327.0,304.0,323.0,361.0,409.0,417
Expenses,303,328,353,364.0,369.0,362.0,306.0,310.0,291.0,301.0,337.0,383.0,393
Operating Profit,21,19,20,18.0,16.0,17.0,15.0,17.0,13.0,22.0,24.0,26.0,24
OPM %,6,6,5,5.0,4.0,5.0,5.0,5.0,4.0,7.0,7.0,6.0,6
Other Income,2,3,2,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,6
Interest,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Profit before tax,21,21,20,21.0,19.0,20.0,18.0,21.0,17.0,27.0,28.0,30.0,29
Tax %,31,30,32,31.0,34.0,35.0,35.0,35.0,26.0,26.0,25.0,25.0,
Net Profit,15,15,14,15.0,12.0,13.0,12.0,13.0,13.0,20.0,21.0,23.0,21
EPS in Rs,,,,4.88,4.19,4.39,4.02,4.51,4.26,8.92,9.3,9.98,9.39
