,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,245.0,268.0,268.0,271.0,213.0,193.0,230.0,336.0,285.0,104.0,208.0,207.0,200
Expenses,243.0,268.0,268.0,268.0,220.0,204.0,241.0,339.0,289.0,121.0,215.0,212.0,205
Operating Profit,2.0,0.0,0.0,4.0,-7.0,-12.0,-11.0,-4.0,-4.0,-17.0,-6.0,-5.0,-4
OPM %,1.0,0.0,0.0,1.0,-3.0,-6.0,-5.0,-1.0,-1.0,-16.0,-3.0,-2.0,-2
Other Income,1.0,1.0,1.0,-10.0,-0.0,52.0,148.0,50.0,8.0,10.0,30.0,5.0,-0
Interest,1.0,2.0,2.0,5.0,12.0,9.0,7.0,8.0,2.0,2.0,2.0,2.0,2
Depreciation,13.0,13.0,12.0,5.0,4.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,4
Profit before tax,-12.0,-14.0,-13.0,-16.0,-24.0,28.0,126.0,33.0,-3.0,-12.0,18.0,-7.0,-11
Tax %,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,
Net Profit,-12.0,-14.0,-13.0,-16.0,-24.0,27.0,126.0,33.0,-3.0,-12.0,18.0,-7.0,-11
EPS in Rs,-1.05,-1.23,-1.13,-1.43,-2.08,2.12,9.85,2.55,-0.26,-0.61,0.93,-0.35,-0.58
