,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42,55,59,66,86.0,176.0,123.0,117.0,110.0,68.0,80.0,71.0,65
Expenses,46,44,46,52,64.0,125.0,98.0,123.0,109.0,94.0,85.0,71.0,66
Operating Profit,-4,11,13,14,22.0,51.0,25.0,-6.0,1.0,-26.0,-5.0,1.0,-2
OPM %,-9,20,22,21,26.0,29.0,21.0,-5.0,1.0,-38.0,-6.0,1.0,-3
Other Income,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,5,4,4,4,4.0,17.0,10.0,0.0,2.0,1.0,2.0,1.0,1
Depreciation,6,4,5,5,12.0,21.0,28.0,28.0,28.0,26.0,25.0,19.0,18
Profit before tax,-14,3,4,5,7.0,13.0,-12.0,-34.0,-29.0,-53.0,-31.0,-19.0,-21
Tax %,31,31,33,30,34.0,32.0,-46.0,0.0,0.0,0.0,0.0,-0.0,
Net Profit,-10,2,2,3,5.0,9.0,-18.0,-34.0,-29.0,-53.0,-31.0,-20.0,-21
EPS in Rs,,,,,1.29,2.49,-5.02,-9.79,-8.24,-15.14,-8.55,-5.31,-5.67
