,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,767.0,829.0,446.0,439.0,1077.0,1154.0,1135.0,1858.0,1832.0,1689.0,1814.0,2600.0,2922
Expenses,633.0,704.0,429.0,419.0,1026.0,1096.0,1075.0,1691.0,1675.0,1569.0,1677.0,2458.0,2717
Operating Profit,134.0,125.0,18.0,20.0,51.0,58.0,61.0,167.0,157.0,120.0,137.0,142.0,206
OPM %,17.0,15.0,4.0,4.0,5.0,5.0,5.0,9.0,9.0,7.0,8.0,5.0,7
Other Income,26.0,31.0,23.0,24.0,45.0,47.0,51.0,21.0,-123.0,32.0,31.0,38.0,66
Interest,14.0,12.0,10.0,12.0,47.0,48.0,61.0,71.0,97.0,103.0,100.0,116.0,134
Depreciation,9.0,9.0,12.0,15.0,15.0,16.0,25.0,29.0,36.0,37.0,36.0,35.0,35
Profit before tax,136.0,135.0,19.0,16.0,34.0,42.0,26.0,88.0,-99.0,12.0,32.0,29.0,102
Tax %,32.0,30.0,10.0,15.0,20.0,20.0,48.0,15.0,33.0,-2.0,44.0,31.0,
Net Profit,93.0,94.0,17.0,14.0,27.0,34.0,13.0,75.0,-66.0,12.0,18.0,20.0,65
EPS in Rs,3.35,3.38,0.61,0.43,0.85,1.0,0.4,2.24,-1.91,0.37,0.57,0.62,2.02
