,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2798.0,3820.0,4699.0,1024.0,1393.0,1538.0,1496.0,1758.0,1685.0,1491.0,2714.0,3158.0,3302
Expenses,2713.0,3727.0,4640.0,974.0,1333.0,1465.0,1450.0,1657.0,1603.0,1424.0,2555.0,2883.0,3005
Operating Profit,86.0,93.0,59.0,50.0,61.0,73.0,46.0,100.0,82.0,67.0,159.0,275.0,297
OPM %,3.0,2.0,1.0,5.0,4.0,5.0,3.0,6.0,5.0,4.0,6.0,9.0,9
Other Income,16.0,17.0,60.0,24.0,24.0,30.0,47.0,51.0,44.0,36.0,37.0,34.0,39
Interest,30.0,34.0,40.0,23.0,21.0,35.0,38.0,43.0,53.0,47.0,61.0,82.0,77
Depreciation,25.0,27.0,29.0,16.0,17.0,19.0,23.0,26.0,42.0,44.0,48.0,51.0,56
Profit before tax,47.0,49.0,51.0,34.0,47.0,49.0,32.0,83.0,31.0,11.0,86.0,176.0,203
Tax %,17.0,38.0,13.0,29.0,23.0,15.0,29.0,19.0,30.0,-54.0,18.0,13.0,
Net Profit,39.0,30.0,44.0,24.0,37.0,42.0,23.0,67.0,22.0,17.0,70.0,153.0,177
EPS in Rs,14.54,10.98,17.84,11.57,16.92,18.75,11.12,31.06,9.95,7.97,31.46,68.89,79.89
