,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.48,37.04,41.28,43.74,47.22,53.24,54.14,60.87,56.97,33.41,64.01,68.89,64.20
Expenses,33.7,34.7,39.6,41.33,44.11,49.41,50.03,57.19,52.76,30.79,57.13,61.71,59.30
Operating Profit,1.78,2.34,1.68,2.41,3.11,3.83,4.11,3.68,4.21,2.62,6.88,7.18,4.90
OPM %,5.02,6.32,4.07,5.51,6.59,7.19,7.59,6.05,7.39,7.84,10.75,10.42,7.63
Other Income,0.09,0.0,0.45,0.38,0.18,0.08,0.07,0.51,0.65,0.56,0.42,0.58,0.69
Interest,0.77,0.71,0.26,0.81,0.89,1.7,2.25,1.87,1.99,1.82,1.8,1.64,1.73
Depreciation,0.83,0.69,0.75,0.8,1.09,1.39,1.8,1.62,1.78,1.88,2.02,2.28,2.64
Profit before tax,0.27,0.94,1.12,1.18,1.31,0.82,0.13,0.7,1.09,-0.52,3.48,3.84,1.22
Tax %,51.85,2.13,0.89,0.85,4.58,17.07,69.23,-30.0,-417.43,19.23,2.3,-4.43,
Net Profit,0.13,0.92,1.1,1.17,1.26,0.67,0.04,0.91,5.63,-0.42,3.4,4.02,1.63
EPS in Rs,0.08,0.55,0.66,0.7,0.75,0.4,0.02,0.54,3.36,-0.25,2.03,2.4,0.97
