,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.03,24.5,26.08,31.12,45.92,55.43,24.25,10.0,10.76,10.16,6.48,4.44,6.80
Expenses,36.45,21.88,23.25,30.83,44.4,52.54,35.98,30.9,18.61,15.0,10.89,7.4,8.83
Operating Profit,-1.42,2.62,2.83,0.29,1.52,2.89,-11.73,-20.9,-7.85,-4.84,-4.41,-2.96,-2.03
OPM %,-4.05,10.69,10.85,0.93,3.31,5.21,-48.37,-209.0,-72.96,-47.64,-68.06,-66.67,-29.85
Other Income,0.58,0.12,0.18,0.25,0.19,0.44,2.15,3.16,0.55,0.89,2.03,3.03,1.15
Interest,1.24,1.43,1.67,1.36,1.55,2.45,1.66,1.66,0.67,0.64,0.71,1.06,0.63
Depreciation,0.96,1.17,0.96,1.16,1.24,1.06,0.9,0.8,0.57,0.41,0.29,0.13,0.08
Profit before tax,-3.04,0.14,0.38,-1.98,-1.08,-0.18,-12.14,-20.2,-8.54,-5.0,-3.38,-1.12,-1.59
Tax %,-5.92,-778.57,165.79,-2.02,-1.85,-227.78,25.04,28.37,21.43,9.4,16.86,3.57,
Net Profit,-3.22,1.22,-0.25,-2.02,-1.1,-0.59,-9.1,-14.48,-6.71,-4.53,-2.81,-1.08,-1.61
EPS in Rs,-1.49,0.57,-0.12,-0.94,-0.51,-0.27,-4.1,-6.06,-2.81,-1.9,-1.18,-0.45,-0.68
