,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,358.0,598.0,807.0,1049.0,862.0,103.0,100.0,101.0,141.0,138.0,233.0,430.0,464
Expenses,356.0,594.0,803.0,1043.0,857.0,76.0,110.0,112.0,128.0,62.0,100.0,245.0,258
Operating Profit,2.0,4.0,4.0,5.0,4.0,27.0,-10.0,-11.0,13.0,76.0,133.0,185.0,206
OPM %,1.0,1.0,0.0,0.0,0.0,26.0,-10.0,-10.0,9.0,55.0,57.0,43.0,44
Other Income,0.0,0.0,0.0,1.0,1.0,5.0,13.0,50.0,39.0,12.0,15.0,16.0,15
Interest,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4
Depreciation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Profit before tax,2.0,3.0,4.0,5.0,5.0,31.0,1.0,36.0,48.0,85.0,145.0,197.0,216
Tax %,34.0,34.0,33.0,32.0,33.0,34.0,97.0,33.0,27.0,26.0,26.0,26.0,
Net Profit,1.0,2.0,3.0,4.0,4.0,20.0,0.0,24.0,35.0,62.0,107.0,147.0,160
EPS in Rs,8.25,14.19,16.0,22.31,22.31,100.55,0.0,0.14,0.2,0.36,0.62,0.84,0.92
