,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.05,10.35,8.19,1.52,0.1,0.07,0.13,0.15,0.19,0.21,0.21
Expenses,0.0,0.0,0.0,10.15,8.16,1.57,0.13,0.13,0.24,0.30,0.25,0.27,0.26
Operating Profit,0.0,0.0,0.05,0.2,0.03,-0.05,-0.03,-0.06,-0.11,-0.15,-0.06,-0.06,-0.05
OPM %,,,100.0,1.93,0.37,-3.29,-30.0,-85.71,-84.62,-100.00,-31.58,-28.57,-23.81
Other Income,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.12,0.15,0.16,0.19,0.20
Interest,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Profit before tax,0.0,0.0,0.05,0.2,0.01,-0.03,0.01,0.01,0.01,0.00,0.1,0.13,0.15
Tax %,,,20.0,25.0,100.0,0.0,0.0,0.0,0.0,,30.0,23.08,
Net Profit,0.0,0.0,0.04,0.14,0.01,-0.03,0.0,0.01,0.01,0.00,0.07,0.1,0.12
EPS in Rs,0.0,0.0,2.0,0.41,0.03,-0.09,0.0,0.03,0.03,0.00,0.2,0.29,0.35
