,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.59,0.4,0.64,1.39,2.31,2.96,6.96,2.64,2.28,1.78,3.69,3.01,3.73
Expenses,0.31,0.36,0.52,0.98,1.41,2.16,5.21,2.01,2.43,2.81,2.88,2.81,2.63
Operating Profit,0.28,0.04,0.12,0.41,0.9,0.8,1.75,0.63,-0.15,-1.03,0.81,0.2,1.10
OPM %,47.46,10.0,18.75,29.5,38.96,27.03,25.14,23.86,-6.58,-57.87,21.95,6.64,29.49
Other Income,0.1,0.1,0.12,0.09,0.06,0.04,0.07,0.11,0.09,0.18,0.1,0.11,0.18
Interest,0.06,0.06,0.09,0.16,0.21,0.4,1.14,1.34,1.32,0.93,0.98,0.76,0.85
Depreciation,0.05,0.04,0.11,0.19,0.14,0.1,0.07,0.09,0.29,0.19,0.11,0.2,0.24
Profit before tax,0.27,0.04,0.04,0.15,0.61,0.34,0.61,-0.69,-1.67,-1.97,-0.18,-0.65,0.19
Tax %,11.11,-150.0,-100.0,-46.67,-1.64,-32.35,16.39,-2.9,1.2,22.34,-183.33,-40.0,
Net Profit,0.25,0.1,0.08,0.22,0.63,0.47,0.64,-0.83,-1.65,-1.53,-0.51,-0.92,-0.17
EPS in Rs,0.8,0.32,0.23,0.56,1.4,0.98,1.34,-1.73,-3.45,-3.2,-1.07,-1.92,-0.36
