,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,291.47,294.3,269.58,242.89,213.73,154.48,141.57,157.86,138.8,114.93,116.79,114.39,91.60
Expenses,337.04,288.13,266.76,232.06,208.36,152.36,134.12,145.39,131.01,118.05,113.49,99.34,85.17
Operating Profit,-45.57,6.17,2.82,10.83,5.37,2.12,7.45,12.47,7.79,-3.12,3.3,15.05,6.43
OPM %,-15.63,2.1,1.05,4.46,2.51,1.37,5.26,7.9,5.61,-2.71,2.83,13.16,7.02
Other Income,5.38,-5.64,6.41,-190.79,2.26,-51.88,0.08,1.01,0.15,1.83,28.5,1.96,0.33
Interest,2.24,4.71,4.32,3.66,2.18,1.57,1.07,0.98,0.81,0.63,0.58,0.92,0.96
Depreciation,15.11,2.02,1.7,1.61,1.31,0.43,0.23,0.19,0.29,0.14,0.13,0.2,0.23
Profit before tax,-57.54,-6.2,3.21,-185.23,4.14,-51.76,6.23,12.31,6.84,-2.06,31.09,15.89,5.57
Tax %,11.4,4.19,-96.88,-4.56,10.39,-12.31,-17.5,5.61,11.26,-78.64,2.41,6.54,
Net Profit,-50.98,-5.94,6.32,-193.68,3.7,-58.14,7.32,11.63,6.06,-3.68,30.35,14.85,4.17
EPS in Rs,-36.06,-4.2,4.47,-114.35,2.18,-34.33,4.32,6.87,3.58,-2.17,17.92,8.77,2.47
