,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,60.0,40.0,46.0,60.0,148.0,151.0,173.0,157.0,177.0,110.0,198.0,285.0,215
Expenses,115.0,49.0,39.0,55.0,136.0,148.0,166.0,127.0,150.0,94.0,176.0,261.0,200
Operating Profit,-55.0,-10.0,7.0,4.0,12.0,2.0,7.0,30.0,27.0,16.0,22.0,24.0,16
OPM %,-91.0,-24.0,15.0,7.0,8.0,2.0,4.0,19.0,15.0,15.0,11.0,8.0,7
Other Income,30.0,-3.0,-0.0,0.0,1.0,5.0,4.0,2.0,8.0,5.0,10.0,13.0,10
Interest,11.0,5.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3
Depreciation,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3
Profit before tax,-41.0,-22.0,3.0,1.0,9.0,1.0,5.0,27.0,30.0,18.0,29.0,32.0,19
Tax %,7.0,-1.0,10.0,0.0,0.0,0.0,0.0,0.0,-3.0,24.0,26.0,26.0,
Net Profit,-38.0,-22.0,3.0,1.0,9.0,1.0,5.0,27.0,31.0,14.0,21.0,24.0,14
EPS in Rs,-13.09,-7.7,0.94,0.18,3.04,0.5,1.86,9.37,10.78,4.67,7.27,8.22,4.81
