,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3442.0,3496.0,3476.0,3494.0,3223.0,2969.0,2472.0,2085.0,1624.0,1388.0,1149.0,935.0,844
Expenses,5254.0,6403.0,4367.0,4237.0,4013.0,4027.0,3617.0,3386.0,3070.0,1313.0,1453.0,1369.0,1386
Operating Profit,-1813.0,-2907.0,-891.0,-743.0,-790.0,-1058.0,-1145.0,-1300.0,-1447.0,75.0,-304.0,-434.0,-542
OPM %,-53.0,-83.0,-26.0,-21.0,-24.0,-36.0,-46.0,-62.0,-89.0,5.0,-26.0,-46.0,-64
Other Income,170.0,262.0,11792.0,443.0,882.0,680.0,734.0,619.0,691.0,476.0,623.0,612.0,615
Interest,950.0,1181.0,1391.0,1440.0,1351.0,1448.0,1505.0,1703.0,1951.0,2117.0,2147.0,2364.0,2544
Depreciation,1511.0,1497.0,1192.0,1158.0,1178.0,1113.0,1054.0,1002.0,986.0,893.0,772.0,730.0,699
Profit before tax,-4103.0,-5323.0,8318.0,-2898.0,-2437.0,-2940.0,-2970.0,-3387.0,-3693.0,-2459.0,-2600.0,-2916.0,-3169
Tax %,-0.0,0.0,6.0,-0.0,20.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,
Net Profit,-4104.0,-5322.0,7821.0,-2901.0,-1946.0,-2936.0,-2971.0,-3388.0,-3694.0,-2461.0,-2603.0,-2915.0,-3169
EPS in Rs,-65.15,-84.48,124.14,-46.05,-30.89,-46.6,-47.16,-53.78,-58.63,-39.07,-41.32,-46.27,-50.29
