,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2229.0,2105.0,2564.0,2757.0,3027.0,3463.0,3868.0,4032.0,3768.0,3483.0,3380.0,3258.0,3369.0
Expenses,1762.0,1694.0,2055.0,2259.0,2612.0,2856.0,3219.0,3321.0,3356.0,3219.0,3011.0,2975.0,2984.0
Operating Profit,467.0,411.0,509.0,498.0,416.0,608.0,649.0,711.0,412.0,264.0,370.0,284.0,386.0
OPM %,21.0,20.0,20.0,18.0,14.0,18.0,17.0,18.0,11.0,8.0,11.0,9.0,11.0
Other Income,6.0,6.0,8.0,5.0,9.0,11.0,47.0,14.0,81.0,-70.0,-52.0,-362.0,20.0
Interest,58.0,57.0,60.0,63.0,75.0,86.0,98.0,105.0,105.0,133.0,130.0,135.0,132.0
Depreciation,115.0,116.0,120.0,127.0,135.0,135.0,140.0,144.0,146.0,144.0,166.0,160.0,164.0
Profit before tax,300.0,244.0,336.0,312.0,215.0,398.0,458.0,476.0,242.0,-83.0,22.0,-373.0,110.0
Tax %,26.0,34.0,21.0,15.0,20.0,21.0,23.0,21.0,21.0,-3.0,96.0,-12.0,42.0
Net Profit,222.0,160.0,265.0,264.0,171.0,314.0,351.0,375.0,191.0,-85.0,1.0,-416.0,63.0
EPS in Rs,30.72,22.15,36.66,36.56,23.64,43.37,48.51,51.86,26.41,-11.83,0.12,-57.63,8.77
