,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.69,56.16,82.9,58.02,79.56,77.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,14.57,50.48,75.59,53.69,74.58,74.42,0.09,0.14,0.67,0.10,0.04,0.50,0.39
Operating Profit,-0.88,5.68,7.31,4.33,4.98,3.43,-0.09,-0.14,-0.67,-0.10,-0.04,-0.50,-0.39
OPM %,-6.43,10.11,8.82,7.46,6.26,4.41,,,,,,,
Other Income,0.36,0.26,0.65,0.54,0.57,0.42,0.88,-0.24,-0.09,-0.59,-2.86,-0.98,0.23
Interest,0.59,0.67,0.56,0.67,0.76,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,1.03,1.02,1.06,1.03,1.04,1.06,0.31,0.32,0.32,0.25,0.32,0.23,0.22
Profit before tax,-2.14,4.25,6.34,3.17,3.75,2.16,0.48,-0.70,-1.08,-0.94,-3.22,-1.71,-0.38
Tax %,0.0,0.47,17.35,16.72,20.0,20.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-2.14,4.23,5.24,2.65,3.01,1.71,0.47,-0.70,-1.08,-0.93,-3.21,-1.71,-0.39
EPS in Rs,-0.79,1.56,1.93,0.98,1.11,0.63,0.17,-0.26,-0.40,-0.34,-1.18,-0.63,-0.14
