,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,321.01,296.14,316.97,243.02,200.26,221.68,243.66,248.97,196.29,154.2,0.00,0.00,0.0
Expenses,301.11,277.55,299.96,225.86,183.1,207.46,235.27,243.72,193.66,142.59,0.37,0.30,1.03
Operating Profit,19.9,18.59,17.01,17.16,17.16,14.22,8.39,5.25,2.63,11.61,-0.37,-0.30,-1.03
OPM %,6.2,6.28,5.37,7.06,8.57,6.41,3.44,2.11,1.34,7.53,,,
Other Income,2.62,0.74,0.98,0.36,0.4,1.36,2.31,1.88,2.36,1.5,9.46,-4.38,-4.2
Interest,9.17,8.03,6.96,5.82,3.76,3.26,3.92,3.72,3.79,2.54,0.00,0.00,0.0
Depreciation,8.57,7.82,7.16,6.62,5.89,5.39,5.15,4.65,4.24,4.12,1.25,1.25,1.02
Profit before tax,4.78,3.48,3.87,5.08,7.91,6.93,1.63,-1.24,-3.04,6.45,7.84,-5.93,-6.25
Tax %,1.05,20.69,25.06,21.06,30.72,28.14,22.09,-1.61,0.0,17.36,0.00,0.00,
Net Profit,4.73,2.77,2.9,4.02,5.48,4.98,1.27,-1.26,-3.05,5.33,7.84,-5.93,-6.24
EPS in Rs,1.75,1.02,1.07,1.48,2.02,1.84,0.47,-0.46,-1.13,1.97,2.89,-2.19,-2.29
