,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.16,0.18,0.05,0.35,0.1,0.09,0.00,0.63,1.05,0.63,0.23,0.32,0.31
Expenses,0.04,0.12,0.05,0.14,0.09,0.09,0.18,0.71,0.87,0.36,0.58,0.29,0.32
Operating Profit,0.12,0.06,0.00,0.21,0.01,0.00,-0.18,-0.08,0.18,0.27,-0.35,0.03,-0.01
OPM %,75.0,33.33,0.00,60.0,10.0,0.00,,-12.7,17.14,42.86,-152.17,9.38,-3.23
Other Income,0.0,0.0,0.00,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.01,0.00,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.00,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.12,0.05,0.00,0.21,0.01,0.00,-0.18,-0.08,0.18,0.27,-0.35,0.03,-0.01
Tax %,16.67,0.0,,19.05,0.0,,0.00,0.0,0.0,3.7,-2.86,0.0,
Net Profit,0.1,0.04,-0.03,0.17,0.01,0.00,-0.18,-0.08,0.18,0.27,-0.36,0.03,-0.01
EPS in Rs,0.2,0.08,-0.06,0.34,0.02,0.00,-0.36,-0.16,0.36,0.54,-0.72,0.06,-0.02
