,Mar 2011,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,61.0,39.0,26.0,25.0,35.0,38.0,20.0,44.0,58.0,17.0,115.0,164.0,148
Expenses,60.0,37.0,25.0,24.0,34.0,37.0,19.0,43.0,58.0,17.0,111.0,149.0,134
Operating Profit,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,5.0,15.0,14
OPM %,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,-0.0,3.0,4.0,9.0,9
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4
Interest,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Profit before tax,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.0,15
Tax %,32.0,0.0,42.0,30.0,0.0,220.0,36.0,30.0,23.0,25.0,28.0,29.0,
Net Profit,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,3.0,12.0,11
EPS in Rs,0.23,0.04,0.05,-0.04,-0.01,-0.02,0.02,0.1,0.07,0.01,0.3,1.23,0.95
