,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.69,6.31,5.27,5.28,7.98,5.04,3.44,3.14,3.03,1.45,1.49,1.29,1.21
Expenses,4.21,5.52,4.71,4.78,7.42,4.59,2.84,2.61,2.6,1.34,1.39,1.41,1.45
Operating Profit,0.48,0.79,0.56,0.5,0.56,0.45,0.6,0.53,0.43,0.11,0.1,-0.12,-0.24
OPM %,10.23,12.52,10.63,9.47,7.02,8.93,17.44,16.88,14.19,7.59,6.71,-9.3,-19.83
Other Income,0.11,0.01,0.03,0.12,0.11,0.12,0.01,0.0,0.01,0.13,0.1,0.55,0.56
Interest,0.27,0.35,0.28,0.28,0.24,0.25,0.39,0.33,0.26,0.21,0.16,0.15,0.14
Depreciation,0.23,0.31,0.22,0.19,0.2,0.19,0.2,0.18,0.16,0.16,0.16,0.14,0.10
Profit before tax,0.09,0.14,0.09,0.15,0.23,0.13,0.02,0.02,0.02,-0.13,-0.12,0.14,0.08
Tax %,44.44,35.71,33.33,33.33,34.78,30.77,-250.0,50.0,50.0,30.77,16.67,28.57,
Net Profit,0.06,0.1,0.06,0.11,0.16,0.08,0.07,0.0,0.01,-0.09,-0.1,0.11,0.10
EPS in Rs,0.19,0.32,0.19,0.35,0.51,0.26,0.22,0.0,0.03,-0.29,-0.32,0.35,0.31
