,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.12,0.09,0.42,0.09,0.13,0.14,0.05,0.1,6.15,7.62,7.9,16.66,16.31
Expenses,0.27,0.26,0.36,0.23,0.18,0.34,0.29,0.26,5.59,6.95,7.15,15.84,15.13
Operating Profit,-0.15,-0.17,0.06,-0.14,-0.05,-0.2,-0.24,-0.16,0.56,0.67,0.75,0.82,1.18
OPM %,-125.0,-188.89,14.29,-155.56,-38.46,-142.86,-480.0,-160.0,9.11,8.79,9.49,4.92,7.23
Other Income,0.28,0.22,0.03,0.89,0.19,0.08,0.03,0.02,0.03,0.05,0.08,0.15,0.19
Interest,0.0,0.04,0.03,0.02,0.02,0.04,0.01,0.01,0.0,0.02,0.02,0.01,0.00
Depreciation,0.09,0.09,0.08,0.05,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.02,0.03
Profit before tax,0.04,-0.08,-0.02,0.68,0.12,-0.16,-0.22,-0.16,0.57,0.68,0.78,0.94,1.34
Tax %,0.0,0.0,0.0,10.29,25.0,0.0,13.64,0.0,22.81,14.71,26.92,26.6,
Net Profit,0.04,-0.08,-0.03,0.61,0.09,-0.16,-0.19,-0.17,0.44,0.57,0.57,0.69,1.01
EPS in Rs,0.13,-0.27,-0.1,2.03,0.3,-0.53,-0.63,-0.57,1.47,1.9,1.9,2.3,3.36
