,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.63,0.54,0.00,0.00,0.52,1.58,5.97,0.62,0.93,0.48,1.66,1.31,0.93
Expenses,0.6,0.57,0.08,0.09,0.51,1.55,5.82,0.56,0.93,0.74,1.68,1.76,1.38
Operating Profit,0.03,-0.03,-0.08,-0.09,0.01,0.03,0.15,0.06,0.00,-0.26,-0.02,-0.45,-0.45
OPM %,4.76,-5.56,,,1.92,1.9,2.51,9.68,0.00,-54.17,-1.2,-34.35,-48.39
Other Income,0.01,0.03,0.00,-10.33,0.0,0.13,0.12,-0.78,0.01,0.0,0.0,0.0,0.00
Interest,0.01,0.0,0.00,0.00,0.0,0.01,0.0,0.0,0.00,0.0,0.0,0.0,0.00
Depreciation,0.01,0.01,0.01,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.00
Profit before tax,0.02,-0.01,-0.09,-10.42,0.01,0.15,0.27,-0.72,0.00,-0.27,-0.03,-0.46,-0.45
Tax %,50.0,0.0,0.00,0.00,0.0,0.0,18.52,0.0,,0.0,0.0,0.0,
Net Profit,0.01,-0.01,-0.08,-10.42,0.01,0.15,0.22,-0.72,0.00,-0.27,-0.03,-0.46,-0.44
EPS in Rs,0.01,-0.01,-0.08,-10.42,0.01,0.15,0.22,-0.72,0.00,-0.27,-0.03,-0.46,-0.44
