,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,28,29,29,29,29,29,29,29,29,29,29
Reserves,2372,2168,2253,2173,2605,2862,2867,3329,4288,5121,6329,7878,9031
Borrowings,2943,2946,1843,2288,2677,2228,2728,2954,2019,385,395,393,436
Other Liabilities,2621,3270,3481,3872,3871,3526,4224,4261,3812,3360,4532,5934,4892
Total Liabilities,7965,8412,7605,8362,9182,8645,9848,10574,10149,8895,11285,14235,14389
Fixed Assets,1296,1856,1734,1380,1320,1328,1327,1309,2032,2015,2092,2200,3051
CWIP,527,420,74,46,42,22,48,191,65,90,141,399,248
Investments,150,160,342,352,477,388,221,201,211,214,243,287,826
Other Assets,5993,5976,5455,6583,7343,6907,8252,8873,7840,6576,8809,11348,10264
Total Assets,7965,8412,7605,8362,9182,8645,9848,10574,10149,8895,11285,14235,14389
