,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9902.0,9034.0,10053.0,11306.0,11481.0,10031.0,11083.0,13225.0,13137.0,14182.0,19111.0,29628.0,26467
Expenses,8794.0,8264.0,9246.0,10450.0,10712.0,9048.0,9822.0,11775.0,11400.0,12193.0,16954.0,26726.0,23549
Operating Profit,1107.0,770.0,808.0,856.0,769.0,983.0,1261.0,1450.0,1737.0,1989.0,2156.0,2902.0,2918
OPM %,11.0,9.0,8.0,8.0,7.0,10.0,11.0,11.0,13.0,14.0,11.0,10.0,11
Other Income,-10.0,68.0,46.0,50.0,87.0,54.0,55.0,8.0,35.0,76.0,141.0,171.0,176
Interest,126.0,210.0,240.0,210.0,221.0,224.0,178.0,251.0,235.0,106.0,75.0,190.0,196
Depreciation,60.0,71.0,96.0,105.0,106.0,101.0,99.0,114.0,158.0,173.0,173.0,182.0,194
Profit before tax,911.0,557.0,517.0,592.0,529.0,712.0,1038.0,1093.0,1379.0,1786.0,2050.0,2701.0,2704
Tax %,30.0,22.0,29.0,32.0,32.0,33.0,33.0,34.0,23.0,26.0,25.0,25.0,
Net Profit,635.0,434.0,365.0,402.0,357.0,477.0,691.0,720.0,1065.0,1329.0,1528.0,2013.0,2022
EPS in Rs,22.61,15.26,12.59,13.8,12.27,16.35,23.64,24.63,36.36,45.3,52.08,68.46,68.81
