,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,857.0,668.0,616.0,599.0,637.0,751.0,1087.0,1343.0,1156.0,1227.0,1630.0,2160.0,2495
Expenses,804.0,639.0,591.0,580.0,607.0,712.0,995.0,1245.0,1065.0,1108.0,1478.0,1939.0,2189
Operating Profit,53.0,29.0,25.0,19.0,31.0,39.0,92.0,98.0,92.0,119.0,151.0,221.0,306
OPM %,6.0,4.0,4.0,3.0,5.0,5.0,8.0,7.0,8.0,10.0,9.0,10.0,12
Other Income,5.0,5.0,5.0,12.0,10.0,8.0,8.0,10.0,4.0,15.0,11.0,41.0,44
Interest,7.0,10.0,10.0,13.0,14.0,16.0,14.0,12.0,15.0,12.0,10.0,10.0,13
Depreciation,13.0,14.0,15.0,10.0,11.0,12.0,12.0,12.0,13.0,14.0,15.0,18.0,20
Profit before tax,37.0,10.0,4.0,8.0,15.0,19.0,74.0,84.0,68.0,108.0,137.0,234.0,317
Tax %,27.0,39.0,24.0,35.0,42.0,27.0,30.0,33.0,23.0,26.0,24.0,26.0,
Net Profit,27.0,6.0,3.0,5.0,9.0,14.0,52.0,56.0,52.0,80.0,105.0,173.0,235
EPS in Rs,3.05,0.75,0.46,0.67,0.85,1.31,4.44,4.78,4.63,7.03,8.82,14.41,19.78
