,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,34.83,35.56,36.0,39.15,39.94,41.58,37.64,37.52,33.59,17.12,26.5,23.84,24.11
Expenses,28.63,29.38,29.55,32.34,33.27,35.25,32.8,31.66,29.04,13.38,23.03,20.09,20.03
Operating Profit,6.2,6.18,6.45,6.81,6.67,6.33,4.84,5.86,4.55,3.74,3.47,3.75,4.08
OPM %,17.8,17.38,17.92,17.39,16.7,15.22,12.86,15.62,13.55,21.85,13.09,15.73,16.92
Other Income,0.31,0.47,0.06,0.07,0.11,-0.02,0.1,-0.03,0.05,0.03,0.06,0.06,0.05
Interest,3.39,3.67,3.48,3.54,3.51,3.46,2.38,3.08,3.05,2.84,2.39,2.58,2.71
Depreciation,2.36,2.33,2.35,2.64,2.63,2.42,2.18,2.25,2.04,1.99,1.65,1.69,1.73
Profit before tax,0.76,0.65,0.68,0.7,0.64,0.43,0.38,0.5,-0.49,-1.06,-0.51,-0.46,-0.31
Tax %,7.89,-32.31,11.76,14.29,1.56,37.21,-52.63,28.0,59.18,25.47,17.65,-6.52,
Net Profit,0.7,0.86,0.6,0.6,0.63,0.27,0.58,0.35,-0.21,-0.8,-0.42,-0.48,-0.21
EPS in Rs,1.06,1.15,0.8,0.8,0.84,0.36,0.77,0.47,-0.28,-1.07,-0.56,-0.64,-0.27
