,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,TTM
Sales,163.0,203.0,275.0,302.0,288.0,199.0,102.0,173.0,153.0,94.0,58.0,34.0,18
Expenses,145.0,181.0,222.0,266.0,249.0,207.0,88.0,156.0,150.0,96.0,78.0,46.0,36
Operating Profit,18.0,22.0,52.0,36.0,40.0,-8.0,14.0,17.0,3.0,-3.0,-20.0,-12.0,-18
OPM %,11.0,11.0,19.0,12.0,14.0,-4.0,13.0,10.0,2.0,-3.0,-35.0,-36.0,-103
Other Income,4.0,5.0,1.0,-6.0,3.0,14.0,1.0,5.0,1.0,1.0,0.0,3.0,2
Interest,13.0,16.0,22.0,29.0,26.0,24.0,21.0,22.0,18.0,18.0,17.0,18.0,19
Depreciation,7.0,7.0,11.0,12.0,12.0,12.0,10.0,9.0,3.0,3.0,3.0,3.0,3
Profit before tax,2.0,5.0,21.0,-11.0,5.0,-29.0,-16.0,-9.0,-17.0,-23.0,-39.0,-29.0,-38
Tax %,55.0,51.0,31.0,16.0,14.0,34.0,29.0,31.0,26.0,-7.0,-2.0,-14.0,
Net Profit,1.0,2.0,14.0,-10.0,4.0,-19.0,-12.0,-6.0,-13.0,-25.0,-40.0,-33.0,-38
EPS in Rs,3.29,7.48,47.05,-31.43,14.76,-62.64,-38.35,-16.07,-32.37,-62.5,-100.45,-82.2,-95.98
