,Mar 2009,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7564.0,10704.0,12058.0,12356.0,6456.0,8828.0,11615.0,12153.0,11699.0,15370.0,25965.0,17667.0,18980
Expenses,1727.0,3334.0,4335.0,4591.0,3771.0,5233.0,5812.0,5228.0,5697.0,6580.0,13338.0,11613.0,12493
Operating Profit,5837.0,7370.0,7723.0,7765.0,2685.0,3595.0,5803.0,6925.0,6002.0,8790.0,12626.0,6054.0,6487
OPM %,77.0,69.0,64.0,63.0,42.0,41.0,50.0,57.0,51.0,57.0,49.0,34.0,34
Other Income,885.0,2243.0,2182.0,2155.0,1682.0,910.0,667.0,588.0,417.0,351.0,716.0,2004.0,2048
Interest,0.0,13.0,2.0,0.0,66.0,21.0,37.0,40.0,10.0,17.0,39.0,75.0,66
Depreciation,74.0,139.0,151.0,173.0,218.0,197.0,257.0,279.0,295.0,229.0,288.0,336.0,335
Profit before tax,6648.0,9461.0,9753.0,9747.0,4084.0,4287.0,6176.0,7194.0,6114.0,8896.0,13016.0,7646.0,8133
Tax %,34.0,33.0,34.0,34.0,34.0,40.0,38.0,36.0,41.0,30.0,27.0,28.0,
Net Profit,4372.0,6334.0,6371.0,6351.0,2544.0,2543.0,3808.0,4617.0,3573.0,6277.0,9429.0,5601.0,5865
EPS in Rs,11.03,15.98,16.07,16.01,6.42,8.04,12.04,15.08,11.67,21.42,32.17,19.12,20.00
