,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,47.0,36.0,52.0,63.0,85.0,72.0,76.0,83.0,84.0,102.0,118.0,124.0,119
Expenses,34.0,28.0,37.0,50.0,65.0,52.0,52.0,64.0,67.0,79.0,92.0,104.0,101
Operating Profit,12.0,8.0,14.0,14.0,19.0,20.0,24.0,19.0,17.0,23.0,26.0,20.0,19
OPM %,26.0,23.0,28.0,21.0,23.0,27.0,31.0,23.0,20.0,23.0,22.0,16.0,16
Other Income,0.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,3
Interest,3.0,4.0,5.0,6.0,8.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,7
Depreciation,3.0,5.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7
Profit before tax,6.0,2.0,4.0,4.0,6.0,9.0,14.0,14.0,8.0,14.0,16.0,11.0,7
Tax %,38.0,84.0,27.0,34.0,34.0,34.0,34.0,23.0,28.0,23.0,26.0,25.0,
Net Profit,4.0,0.0,3.0,3.0,4.0,6.0,9.0,11.0,6.0,11.0,12.0,8.0,6
EPS in Rs,4.4,0.32,3.03,3.13,4.15,6.14,3.24,3.82,1.99,3.77,4.36,2.98,2.01
