,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.17,2.14,8.08,2.57,2.31,2.62,7.3,2.62,2.74,3.55,1.92,2.69,3.25
Expenses,2.45,2.35,7.94,2.38,2.49,2.38,6.17,2.75,2.81,2.92,6.75,2.76,3.38
Operating Profit,-0.28,-0.21,0.14,0.19,-0.18,0.24,1.13,-0.13,-0.07,0.63,-4.83,-0.07,-0.13
OPM %,-12.9,-9.81,1.73,7.39,-7.79,9.16,15.48,-4.96,-2.55,17.75,-251.56,-2.6,-4.0
Other Income,0.42,0.6,0.4,0.52,0.58,0.46,0.22,0.64,0.39,-0.05,0.22,0.27,0.95
Interest,0.88,0.73,1.03,1.17,1.09,1.15,1.32,1.54,1.31,1.48,1.28,1.15,1.21
Depreciation,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.11,0.12
Profit before tax,-0.88,-0.49,-0.64,-0.61,-0.83,-0.59,-0.11,-1.15,-1.11,-1.02,-6.01,-1.06,-0.51
Tax %,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
Net Profit,-0.88,-0.49,-0.58,-0.61,-0.84,-0.59,-0.11,-1.16,-1.11,-1.02,-6.0,-1.07,-0.5
EPS in Rs,-0.18,-0.1,-0.12,-0.12,-0.17,-0.12,-0.02,-0.24,-0.23,-0.21,-1.23,-0.22,-0.1
