,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.77,0.97,1.13,3.47,2.66,4.43,10.15,8.13,4.86,4.47,4.93,2.18,1.77
Expenses,0.89,0.88,0.67,3.19,2.53,4.34,10.01,8.06,4.81,4.34,4.79,2.02,2.07
Operating Profit,-0.12,0.09,0.46,0.28,0.13,0.09,0.14,0.07,0.05,0.13,0.14,0.16,-0.30
OPM %,-15.58,9.28,40.71,8.07,4.89,2.03,1.38,0.86,1.03,2.91,2.84,7.34,-16.95
Other Income,0.01,0.0,0.0,0.01,0.02,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.05,0.17,0.17,0.17,0.12,0.08,0.07,0.06,0.06,0.05,0.05,0.06,0.08
Profit before tax,-0.16,-0.08,0.29,0.12,0.03,0.04,0.07,0.02,-0.01,0.08,0.09,0.1,-0.38
Tax %,0.0,0.0,44.83,50.0,-266.67,25.0,28.57,0.0,0.0,25.0,33.33,30.0,
Net Profit,-0.16,-0.08,0.16,0.06,0.11,0.03,0.05,0.01,-0.01,0.06,0.06,0.07,-0.36
EPS in Rs,-0.01,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.00
