,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,125.28,110.47,116.82,95.8,97.78,161.12,120.44,111.96,95.56,133.54,163.65,58.28,49.87
Expenses,123.71,109.05,122.6,97.87,97.05,162.01,119.61,109.41,95.02,130.79,161.81,58.97,50.69
Operating Profit,1.57,1.42,-5.78,-2.07,0.73,-0.89,0.83,2.55,0.54,2.75,1.84,-0.69,-0.82
OPM %,1.25,1.29,-4.95,-2.16,0.75,-0.55,0.69,2.28,0.57,2.06,1.12,-1.18,-1.64
Other Income,0.43,0.87,-3.93,4.16,2.47,4.91,3.72,0.95,5.11,1.77,2.48,3.37,3.61
Interest,0.67,0.76,1.1,1.06,1.73,1.76,1.74,1.6,1.19,0.92,1.23,0.94,0.84
Depreciation,0.48,0.58,0.51,0.61,0.4,0.54,0.65,0.71,0.45,0.66,0.8,0.71,0.60
Profit before tax,0.85,0.95,-11.32,0.42,1.07,1.72,2.16,1.19,4.01,2.94,2.29,1.03,1.35
Tax %,38.82,31.58,-12.1,35.71,23.36,17.44,18.06,61.34,32.42,28.57,26.64,27.18,
Net Profit,0.53,0.65,-12.7,0.27,0.82,1.41,1.76,0.45,2.71,2.09,1.68,0.76,1.00
EPS in Rs,0.57,0.7,-13.66,0.29,0.88,1.52,1.89,0.48,2.91,2.25,1.81,0.82,1.08
