,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.23,1.98,2.06,2.2,2.95,5.06,6.81,9.81,6.78,6.28,10.67,11.59,15.32
Expenses,2.24,2.02,2.09,4.95,2.75,3.88,5.6,8.33,5.5,4.88,8.68,9.64,13.60
Operating Profit,-0.01,-0.04,-0.03,-2.75,0.2,1.18,1.21,1.48,1.28,1.4,1.99,1.95,1.72
OPM %,-0.45,-2.02,-1.46,-125.0,6.78,23.32,17.77,15.09,18.88,22.29,18.65,16.82,11.23
Other Income,0.52,0.37,0.71,0.5,0.67,0.24,0.27,0.32,0.31,0.34,0.5,0.33,0.47
Interest,0.02,0.02,0.02,0.08,0.02,0.04,0.07,0.12,0.07,0.06,0.08,0.13,0.12
Depreciation,0.73,0.62,0.55,1.04,0.76,1.12,1.21,1.41,1.27,1.07,1.26,1.25,1.14
Profit before tax,-0.24,-0.31,0.11,-3.37,0.09,0.26,0.2,0.27,0.25,0.61,1.15,0.9,0.93
Tax %,16.67,9.68,-9.09,5.34,-88.89,-19.23,20.0,-22.22,-16.0,26.23,1.74,31.11,
Net Profit,-0.2,-0.28,0.12,-3.19,0.18,0.3,0.16,0.33,0.29,0.45,1.13,0.62,0.65
EPS in Rs,-0.42,-0.59,0.25,-6.7,0.38,0.63,0.34,0.69,0.61,0.94,2.37,1.3,1.36
