,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1406.0,1680.0,1798.0,1583.0,1990.0,2059.0,2355.0,2966.0,3422.0,2819.0,3190.0,2330.0,2606
Expenses,1208.0,1327.0,1381.0,1493.0,1598.0,1669.0,1890.0,2392.0,2708.0,2092.0,2555.0,2057.0,2241
Operating Profit,199.0,353.0,417.0,90.0,393.0,390.0,465.0,574.0,714.0,727.0,635.0,273.0,365
OPM %,14.0,21.0,23.0,6.0,20.0,19.0,20.0,19.0,21.0,26.0,20.0,12.0,14
Other Income,67.0,87.0,61.0,77.0,107.0,154.0,189.0,227.0,247.0,194.0,266.0,268.0,326
Interest,13.0,23.0,20.0,19.0,12.0,12.0,12.0,15.0,50.0,57.0,53.0,42.0,28
Depreciation,22.0,19.0,25.0,38.0,37.0,39.0,38.0,34.0,49.0,53.0,54.0,51.0,51
Profit before tax,231.0,397.0,433.0,110.0,450.0,493.0,605.0,751.0,863.0,811.0,794.0,448.0,612
Tax %,33.0,33.0,35.0,37.0,35.0,35.0,34.0,36.0,26.0,25.0,26.0,25.0,
Net Profit,155.0,266.0,282.0,69.0,292.0,322.0,397.0,481.0,638.0,610.0,587.0,334.0,466
EPS in Rs,13.71,23.51,24.87,6.12,25.75,28.39,29.19,36.58,48.48,46.38,44.59,25.43,35.44
