,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,199.98,199.94,194.95,194.51,194.13,183.56,156.87,160.96,139.1,55.07,77.04,85.86,81.30
Expenses,177.62,181.39,178.79,180.26,183.29,183.69,154.18,155.32,122.77,51.93,69.08,78.37,77.65
Operating Profit,22.36,18.55,16.16,14.25,10.84,-0.13,2.69,5.64,16.33,3.14,7.96,7.49,3.65
OPM %,11.18,9.28,8.29,7.33,5.58,-0.07,1.71,3.5,11.74,5.7,10.33,8.72,4.49
Other Income,-0.09,-0.92,-0.58,1.44,0.68,1.33,1.28,1.36,1.45,17.46,6.38,9.07,11.71
Interest,3.76,2.25,2.78,2.97,2.73,3.02,2.82,2.7,9.58,7.47,5.72,5.19,4.81
Depreciation,4.59,4.87,5.1,6.4,4.61,3.81,4.03,3.58,18.42,17.15,12.68,10.26,9.47
Profit before tax,13.92,10.51,7.7,6.32,4.18,-5.63,-2.88,0.72,-10.22,-4.02,-4.06,1.11,1.08
Tax %,31.75,33.3,31.95,34.81,30.86,34.28,17.71,0.0,29.75,41.04,35.22,-116.22,
Net Profit,9.5,7.01,5.24,4.12,2.89,-3.7,-2.37,0.73,-7.18,-2.38,-2.63,2.41,2.54
EPS in Rs,2.81,2.08,1.55,1.22,0.86,-1.1,-0.7,0.22,-2.13,-0.7,-0.78,0.71,0.74
