,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2423.0,2441.0,2958.0,3431.0,1850.0,1730.0,1911.0,1337.0,1716.0,548.0,533.0,406.0,350
Expenses,2094.0,2110.0,2760.0,2525.0,2560.0,1971.0,1956.0,1534.0,2182.0,635.0,561.0,432.0,370
Operating Profit,329.0,331.0,198.0,906.0,-710.0,-241.0,-46.0,-197.0,-466.0,-87.0,-27.0,-27.0,-20
OPM %,14.0,14.0,7.0,26.0,-38.0,-14.0,-2.0,-15.0,-27.0,-16.0,-5.0,-7.0,-6
Other Income,209.0,85.0,40.0,-712.0,111.0,38.0,-938.0,-40.0,-294.0,-317.0,64.0,86.0,85
Interest,59.0,34.0,85.0,199.0,328.0,312.0,328.0,591.0,765.0,897.0,1011.0,3167.0,2806
Depreciation,43.0,40.0,50.0,46.0,17.0,12.0,9.0,6.0,7.0,7.0,6.0,6.0,6
Profit before tax,436.0,342.0,103.0,-51.0,-944.0,-528.0,-1320.0,-834.0,-1531.0,-1308.0,-981.0,-3114.0,-2748
Tax %,44.0,40.0,55.0,-220.0,7.0,17.0,1.0,5.0,-3.0,-19.0,-1.0,0.0,
Net Profit,245.0,205.0,46.0,-162.0,-880.0,-427.0,-1306.0,-794.0,-1583.0,-1608.0,-1026.0,-3103.0,-2737
EPS in Rs,0.91,0.8,0.27,-0.49,-3.44,-1.54,-4.83,-3.02,-5.97,-6.09,-3.87,-10.65,-8.77
