,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,721.0,911.0,1011.0,1047.0,1116.0,986.0,1036.0,1158.0,977.0,875.0,1014.0,1262.0,1336
Expenses,638.0,801.0,906.0,922.0,975.0,862.0,926.0,1025.0,851.0,756.0,889.0,1105.0,1167
Operating Profit,83.0,111.0,105.0,125.0,141.0,124.0,110.0,134.0,126.0,119.0,125.0,157.0,169
OPM %,12.0,12.0,10.0,12.0,13.0,13.0,11.0,12.0,13.0,14.0,12.0,12.0,13
Other Income,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4
Interest,41.0,62.0,59.0,70.0,78.0,68.0,51.0,58.0,61.0,64.0,68.0,75.0,83
Depreciation,7.0,11.0,13.0,16.0,19.0,24.0,23.0,32.0,37.0,45.0,47.0,38.0,35
Profit before tax,38.0,42.0,38.0,44.0,48.0,37.0,40.0,48.0,31.0,14.0,14.0,47.0,55
Tax %,25.0,25.0,25.0,21.0,24.0,30.0,32.0,32.0,28.0,27.0,44.0,35.0,
Net Profit,28.0,31.0,28.0,35.0,37.0,26.0,28.0,33.0,22.0,10.0,8.0,30.0,36
EPS in Rs,15.79,16.92,15.28,18.64,7.89,4.01,4.27,5.06,3.39,1.55,1.21,4.69,5.53
