,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,39.91,32.27,29.78,35.54,32.4,30.81,29.12,28.04,10.16,9.35,9.89,12.03,14.55
Expenses,36.31,29.85,27.46,32.62,29.68,28.26,26.7,34.22,17.03,14.78,13.27,11.26,13.54
Operating Profit,3.6,2.42,2.32,2.92,2.72,2.55,2.42,-6.18,-6.87,-5.43,-3.38,0.77,1.01
OPM %,9.02,7.5,7.79,8.22,8.4,8.28,8.31,-22.04,-67.62,-58.07,-34.18,6.4,6.94
Other Income,0.22,0.64,0.33,-0.03,0.13,0.15,0.18,0.13,-0.1,0.0,1.28,0.0,0.02
Interest,0.66,1.13,1.13,1.09,1.28,1.09,1.13,1.2,1.25,1.52,1.96,2.43,2.82
Depreciation,1.51,1.02,0.62,0.64,0.63,0.51,0.59,0.51,0.56,0.48,0.26,0.07,0.06
Profit before tax,1.65,0.91,0.9,1.16,0.94,1.1,0.88,-7.76,-8.78,-7.43,-4.32,-1.73,-1.85
Tax %,-2.42,-15.38,-14.44,1.72,5.32,5.45,13.64,-2.58,-0.46,0.67,-0.23,1.73,
Net Profit,1.69,1.05,1.03,1.14,0.9,1.04,0.75,-7.97,-8.82,-7.37,-4.33,-1.7,-1.84
EPS in Rs,0.31,0.19,0.19,0.21,0.17,0.19,0.14,-1.47,-1.63,-1.36,-0.8,-0.31,-0.35
