,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,5,5,10,10,10,10,10,10,10
Reserves,7,8,13,15,18,21,21,28,37,52,172,192,203
Borrowings,10,6,6,8,13,19,26,28,35,41,54,90,91
Other Liabilities,11,11,12,10,17,27,41,40,53,65,106,71,54
Total Liabilities,32,29,35,38,52,72,98,107,135,169,343,364,358
Fixed Assets,9,10,11,11,11,16,19,28,42,56,91,120,135
CWIP,0,0,0,0,0,0,0,0,0,3,12,14,0
Investments,1,1,3,4,5,7,9,8,8,9,4,4,4
Other Assets,22,18,21,23,36,50,70,71,86,102,236,226,220
Total Assets,32,29,35,38,52,72,98,107,135,169,343,364,358
