,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,115.0,120.0,143.0,189.0,185.0,193.0,213.0,228.0,225.0,266.0,537.0,404.0,336
Expenses,105.0,108.0,127.0,162.0,156.0,164.0,181.0,182.0,174.0,214.0,452.0,348.0,284
Operating Profit,10.0,12.0,16.0,27.0,29.0,29.0,31.0,46.0,51.0,53.0,85.0,56.0,52
OPM %,8.0,10.0,11.0,14.0,16.0,15.0,15.0,20.0,22.0,20.0,16.0,14.0,15
Other Income,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2
Interest,4.0,5.0,5.0,6.0,6.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4
Depreciation,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4
Profit before tax,5.0,6.0,9.0,19.0,23.0,24.0,24.0,41.0,45.0,50.0,79.0,50.0,45
Tax %,33.0,35.0,34.0,36.0,35.0,38.0,36.0,29.0,25.0,26.0,26.0,24.0,
Net Profit,3.0,4.0,6.0,12.0,15.0,15.0,16.0,29.0,34.0,37.0,59.0,38.0,34
EPS in Rs,0.68,0.83,1.2,2.49,2.95,2.93,3.13,5.82,6.82,7.35,11.76,7.58,6.81
