,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,56.0,80.0,74.0,55.0,59.0,56.0,85.0,113.0,91.0,94.0,118.0,142.0,203
Expenses,54.0,77.0,71.0,53.0,57.0,51.0,79.0,104.0,86.0,89.0,113.0,136.0,189
Operating Profit,2.0,3.0,2.0,1.0,3.0,5.0,7.0,9.0,6.0,5.0,5.0,6.0,14
OPM %,4.0,4.0,3.0,3.0,5.0,8.0,8.0,8.0,6.0,5.0,4.0,4.0,7
Other Income,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Interest,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Profit before tax,1.0,0.0,0.0,1.0,2.0,3.0,6.0,9.0,5.0,5.0,4.0,5.0,13
Tax %,34.0,97.0,0.0,22.0,20.0,34.0,34.0,27.0,25.0,25.0,27.0,26.0,
Net Profit,0.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,4.0,3.0,3.0,4.0,9
EPS in Rs,0.77,0.02,0.04,1.56,2.5,4.08,8.1,13.34,7.07,6.8,5.95,7.86,18.28
