,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,0,0,0,-1,1,3,7,14,18,23,27,32,39
Borrowings,12,21,15,16,9,7,7,9,6,8,8,19,14
Other Liabilities,15,12,13,10,6,9,14,6,4,4,4,4,6
Total Liabilities,31,37,33,31,21,25,34,34,33,40,44,59,64
Fixed Assets,6,6,5,3,2,2,2,2,3,2,2,3,3
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,7,9,10,0
Other Assets,26,31,27,28,18,22,31,31,30,30,33,46,61
Total Assets,31,37,33,31,21,25,34,34,33,40,44,59,64
