,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.14,10.08,26.34,0.51,0.62,0.52,1.8,0.00,0.12,0.1,0.26,0.27,0.83
Expenses,0.02,9.86,26.21,0.37,0.48,0.4,1.86,1.02,0.69,0.02,0.34,-0.44,2.66
Operating Profit,0.12,0.22,0.13,0.14,0.14,0.12,-0.06,-1.02,-0.57,0.08,-0.08,0.71,-1.83
OPM %,85.71,2.18,0.49,27.45,22.58,23.08,-3.33,,-475.0,80.0,-30.77,262.96,-220.48
Other Income,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.23
Interest,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.01,0.0,0.0,0.0,0.00
Depreciation,0.12,0.05,0.04,0.03,0.01,0.01,0.01,0.00,0.0,0.0,0.01,0.0,0.00
Profit before tax,0.00,0.17,0.09,0.11,0.13,0.11,-0.07,-1.02,-0.58,0.08,-0.09,0.71,-0.60
Tax %,,41.18,66.67,18.18,30.77,27.27,0.0,0.98,0.0,0.0,0.0,0.0,
Net Profit,-0.01,0.1,0.03,0.09,0.09,0.08,-0.07,-1.01,-0.58,0.08,-0.09,0.7,-0.60
EPS in Rs,,0.26,0.04,0.12,0.12,0.11,-0.09,-1.36,-0.78,0.11,-0.12,0.94,-0.80
