,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,643.0,601.0,636.0,746.0,692.0,735.0,847.0,865.0,1015.0,1191.0,1633.0,2116.0,2035
Expenses,572.0,583.0,625.0,701.0,636.0,679.0,798.0,852.0,946.0,1078.0,1495.0,1922.0,1928
Operating Profit,71.0,18.0,11.0,44.0,56.0,56.0,49.0,14.0,69.0,113.0,138.0,193.0,107
OPM %,11.0,3.0,2.0,6.0,8.0,8.0,6.0,2.0,7.0,10.0,8.0,9.0,5
Other Income,4.0,18.0,16.0,26.0,18.0,41.0,20.0,27.0,8.0,15.0,13.0,10.0,11
Interest,33.0,31.0,28.0,35.0,37.0,38.0,33.0,34.0,29.0,28.0,27.0,47.0,67
Depreciation,27.0,25.0,22.0,25.0,27.0,28.0,20.0,20.0,24.0,25.0,25.0,28.0,28
Profit before tax,14.0,-20.0,-23.0,10.0,11.0,31.0,15.0,-13.0,24.0,75.0,100.0,128.0,23
Tax %,49.0,36.0,9.0,27.0,18.0,-4.0,25.0,48.0,30.0,32.0,26.0,26.0,
Net Profit,7.0,-13.0,-21.0,8.0,10.0,33.0,12.0,-7.0,17.0,51.0,73.0,95.0,16
EPS in Rs,0.4,-0.7,-1.32,0.54,0.62,2.09,0.74,-0.42,0.87,2.6,3.7,4.77,0.82
