,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3450.0,3113.0,3301.0,3366.0,3244.0,3441.0,3298.0,3273.0,2692.0,1140.0,1221.0,806.0,733
Expenses,2940.0,2682.0,2928.0,3227.0,2887.0,3052.0,2950.0,2949.0,2478.0,1304.0,1090.0,1085.0,979
Operating Profit,510.0,431.0,373.0,139.0,356.0,389.0,348.0,324.0,214.0,-164.0,130.0,-278.0,-246
OPM %,15.0,14.0,11.0,4.0,11.0,11.0,11.0,10.0,8.0,-14.0,11.0,-35.0,-34
Other Income,14.0,12.0,6.0,7.0,7.0,21.0,3.0,3.0,43.0,7.0,13.0,50.0,42
Interest,179.0,179.0,185.0,212.0,301.0,265.0,288.0,271.0,302.0,300.0,359.0,399.0,402
Depreciation,17.0,20.0,21.0,27.0,24.0,24.0,25.0,28.0,35.0,31.0,27.0,17.0,16
Profit before tax,328.0,244.0,173.0,-93.0,38.0,121.0,37.0,28.0,-80.0,-487.0,-243.0,-644.0,-621
Tax %,32.0,34.0,48.0,-39.0,66.0,29.0,85.0,46.0,88.0,24.0,24.0,24.0,
Net Profit,224.0,161.0,90.0,-129.0,13.0,85.0,5.0,15.0,-10.0,-368.0,-185.0,-488.0,-476
EPS in Rs,31.07,22.46,13.31,-11.07,2.43,10.1,2.27,2.67,-0.4,-50.51,-25.37,-67.21,-65.54
