,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,49.06,100.11,154.26,179.81,229.76,269.98,177.41,146.77,122.19,65.61,93.29,114.41,98.27
Expenses,43.89,82.49,125.66,142.54,177.08,207.76,108.57,122.9,85.86,51.39,69.72,74.34,60.75
Operating Profit,5.17,17.62,28.6,37.27,52.68,62.22,68.84,23.87,36.33,14.22,23.57,40.07,37.52
OPM %,10.54,17.6,18.54,20.73,22.93,23.05,38.8,16.26,29.73,21.67,25.27,35.02,38.18
Other Income,0.05,0.5,0.15,0.11,0.14,0.65,0.77,0.91,1.0,0.87,0.86,1.05,1.16
Interest,0.55,2.37,2.11,1.84,1.56,1.14,0.89,2.24,6.83,8.54,10.25,10.24,8.55
Depreciation,1.12,4.19,5.38,10.17,11.6,12.77,13.65,14.95,28.05,26.47,29.86,29.67,25.61
Profit before tax,3.55,11.56,21.26,25.37,39.66,48.96,55.07,7.59,2.45,-19.92,-15.68,1.21,4.52
Tax %,32.39,32.87,25.21,21.05,34.62,34.6,34.61,33.47,-68.98,8.43,18.24,-89.26,
Net Profit,2.4,7.76,15.89,20.03,25.94,32.02,36.01,5.06,4.15,-18.24,-12.82,2.29,5.48
EPS in Rs,0.6,1.94,3.96,5.0,6.47,7.99,8.98,1.26,1.03,-4.55,-3.2,0.57,1.36
