,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,161.0,237.0,334.0,277.0,212.0,219.0,195.0,300.0,273.0,227.0,382.0,482.0,589
Expenses,153.0,229.0,321.0,259.0,196.0,207.0,177.0,279.0,246.0,193.0,332.0,425.0,500
Operating Profit,9.0,8.0,12.0,18.0,15.0,12.0,18.0,21.0,28.0,34.0,50.0,57.0,89
OPM %,5.0,3.0,4.0,7.0,7.0,5.0,9.0,7.0,10.0,15.0,13.0,12.0,15
Other Income,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,7.0,7
Interest,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2
Depreciation,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,7.0,7
Profit before tax,7.0,7.0,12.0,16.0,14.0,10.0,14.0,16.0,24.0,31.0,46.0,55.0,86
Tax %,34.0,30.0,34.0,31.0,36.0,42.0,34.0,24.0,25.0,28.0,29.0,29.0,
Net Profit,4.0,5.0,8.0,11.0,9.0,6.0,10.0,12.0,18.0,23.0,33.0,39.0,61
EPS in Rs,0.73,0.89,1.34,1.92,1.56,0.99,1.63,2.07,3.11,3.83,5.59,6.66,10.34
