,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,17.49,21.64,27.4,28.91,29.64,51.61,32.99,10.94,9.12,3.38,1.24,0.66,0.96
Expenses,17.22,21.45,27.2,28.63,29.34,51.32,32.86,10.7,8.92,4.09,0.59,0.86,0.98
Operating Profit,0.27,0.19,0.2,0.28,0.3,0.29,0.13,0.24,0.2,-0.71,0.65,-0.2,-0.02
OPM %,1.54,0.88,0.73,0.97,1.01,0.56,0.39,2.19,2.19,-21.01,52.42,-30.3,-2.08
Other Income,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01
Depreciation,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.19,0.18,0.19,0.27,0.31,0.29,0.13,0.24,0.2,-0.71,0.62,-0.21,-0.03
Tax %,36.84,33.33,31.58,33.33,29.03,27.59,23.08,25.0,25.0,25.35,25.81,23.81,
Net Profit,0.12,0.12,0.13,0.19,0.21,0.21,0.1,0.17,0.15,-0.52,0.45,-0.16,0.02
EPS in Rs,0.23,0.23,0.24,0.36,0.4,0.4,0.19,0.32,0.28,-0.98,0.85,-0.3,0.04
