,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,668.0,722.0,821.0,649.0,582.0,501.0,363.0,371.0,313.0,254.0,302.0,18.0,5
Expenses,807.0,688.0,789.0,638.0,605.0,547.0,392.0,369.0,369.0,273.0,317.0,25.0,10
Operating Profit,-139.0,34.0,31.0,10.0,-23.0,-46.0,-29.0,2.0,-56.0,-19.0,-14.0,-7.0,-5
OPM %,-21.0,5.0,4.0,2.0,-4.0,-9.0,-8.0,1.0,-18.0,-7.0,-5.0,-40.0,-107
Other Income,9.0,-5.0,11.0,7.0,81.0,12.0,-0.0,27.0,17.0,10.0,-3.0,2.0,3
Interest,100.0,100.0,115.0,2.0,2.0,53.0,55.0,59.0,58.0,58.0,61.0,55.0,57
Depreciation,46.0,45.0,45.0,45.0,36.0,34.0,35.0,34.0,15.0,8.0,5.0,0.0,0
Profit before tax,-276.0,-116.0,-117.0,-29.0,20.0,-121.0,-120.0,-63.0,-112.0,-75.0,-83.0,-60.0,-59
Tax %,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,0.0,
Net Profit,-276.0,-116.0,-118.0,-29.0,20.0,-121.0,-120.0,-63.0,-113.0,-75.0,-83.0,-60.0,-59
EPS in Rs,-70.64,-29.61,-30.06,-7.52,5.17,-29.87,-30.59,-16.17,-28.7,-19.16,-21.19,-15.3,-15.19
