,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,108.0,213.0,292.0,330.0,310.0,384.0,495.0,655.0,526.0,597.0,719.0,1005.0,1073
Expenses,112.0,196.0,269.0,302.0,281.0,346.0,441.0,582.0,474.0,540.0,650.0,913.0,970
Operating Profit,-4.0,17.0,23.0,28.0,29.0,39.0,54.0,73.0,52.0,57.0,69.0,92.0,102
OPM %,-4.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,10.0,10.0,10.0,9.0,10
Other Income,17.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,2.0,10.0,2.0,2.0,2
Interest,6.0,8.0,11.0,10.0,9.0,7.0,8.0,16.0,21.0,18.0,22.0,32.0,36
Depreciation,1.0,2.0,2.0,6.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,8.0,9
Profit before tax,6.0,7.0,10.0,10.0,17.0,29.0,43.0,53.0,28.0,44.0,42.0,54.0,60
Tax %,27.0,31.0,41.0,38.0,36.0,35.0,31.0,38.0,20.0,32.0,26.0,26.0,
Net Profit,5.0,5.0,6.0,6.0,11.0,19.0,30.0,33.0,22.0,30.0,31.0,40.0,45
EPS in Rs,0.48,0.51,0.6,0.63,1.11,0.94,1.11,1.25,0.84,1.04,1.1,1.27,1.41
