,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,11,12,14,15,16,17,20,27,21,35,43,41,41
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,0,0,0,0,0,0,0,0,0,1,1,0,0
Total Liabilities,17,19,20,22,23,24,26,33,28,42,50,47,47
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,12,14,16,18,20,22,24,31,25,39,47,46,45
Other Assets,5,5,4,3,2,2,2,2,2,2,2,1,1
Total Assets,17,19,20,22,23,24,26,33,28,42,50,47,47
