,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.39,0.33,0.58,0.43,0.49,0.60,0.61,0.19,0.31,0.19,0.48,0.44,0.44
Expenses,0.29,0.71,1.07,0.61,0.72,0.86,0.86,0.93,0.89,0.67,0.84,0.88,0.86
Operating Profit,0.10,-0.38,-0.49,-0.18,-0.23,-0.26,-0.25,-0.74,-0.58,-0.48,-0.36,-0.44,-0.42
OPM %,25.64,-115.15,-84.48,-41.86,-46.94,-43.33,-40.98,-389.47,-187.1,-252.63,-75.0,-100.0,-95.45
Other Income,0.00,0.45,0.62,0.46,0.46,0.39,0.38,1.12,0.88,0.77,0.56,0.83,0.93
Interest,0.00,0.00,0.00,0.02,0.01,0.01,0.01,0.02,0.05,0.04,0.04,0.03,0.05
Depreciation,0.06,0.11,0.10,0.11,0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.09
Profit before tax,0.04,-0.04,0.03,0.15,0.15,0.05,0.05,0.29,0.16,0.16,0.07,0.27,0.37
Tax %,150.00,150.00,200.00,-26.67,13.33,40.00,40.00,-13.79,50.0,12.5,14.29,11.11,
Net Profit,-0.02,0.02,-0.04,0.19,0.13,0.04,0.03,0.34,0.08,0.14,0.06,0.25,0.33
EPS in Rs,,,,,,,,,0.36,0.62,0.27,1.11,1.47
