,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8681.0,11244.0,12810.0,6933.0,7144.0,9279.0,11638.0,13557.0,12951.0,12188.0,32733.0,35697.0,38809
Expenses,7733.0,10536.0,11800.0,6564.0,6571.0,8113.0,10294.0,12392.0,11819.0,10764.0,27642.0,32111.0,34373
Operating Profit,948.0,709.0,1010.0,368.0,573.0,1166.0,1343.0,1165.0,1132.0,1424.0,5090.0,3586.0,4435
OPM %,11.0,6.0,8.0,5.0,8.0,13.0,12.0,9.0,9.0,12.0,16.0,10.0,11
Other Income,-174.0,-149.0,-374.0,1238.0,-14.0,63.0,62.0,45.0,44.0,148.0,171.0,236.0,367
Interest,570.0,1043.0,1295.0,942.0,1030.0,788.0,566.0,637.0,586.0,480.0,344.0,325.0,414
Depreciation,448.0,740.0,728.0,411.0,316.0,325.0,320.0,352.0,425.0,403.0,759.0,724.0,773
Profit before tax,-245.0,-1224.0,-1387.0,253.0,-788.0,116.0,520.0,222.0,165.0,690.0,4159.0,2774.0,3616
Tax %,26.0,31.0,1.0,0.0,29.0,28.0,34.0,35.0,56.0,39.0,25.0,25.0,
Net Profit,-183.0,-842.0,-1367.0,253.0,-556.0,83.0,346.0,145.0,73.0,419.0,3109.0,2084.0,2731
EPS in Rs,-9.49,-41.19,-63.52,11.17,-24.05,2.04,7.16,2.97,1.46,8.6,58.59,25.68,37.23
