,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.02,0.29,0.42,0.68,9.12,7.26,4.40,0.1,0.00,0.00,0.0,0.0,0.36
Expenses,0.01,0.27,0.39,0.62,8.97,7.24,4.38,0.37,0.17,0.12,0.1,0.07,0.16
Operating Profit,0.01,0.02,0.03,0.06,0.15,0.02,0.02,-0.27,-0.17,-0.12,-0.1,-0.07,0.20
OPM %,50.00,6.9,7.14,8.82,1.64,0.28,0.45,-270.0,,,61.54,75.86,55.56
Other Income,0.00,0.0,0.0,0.0,0.0,0.0,0.00,-0.03,0.00,-0.58,0.26,0.29,0.00
Interest,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.00
Depreciation,0.01,0.01,0.01,0.0,0.0,0.01,0.02,0.02,0.00,0.00,0.0,0.0,0.00
Profit before tax,0.00,0.01,0.02,0.06,0.15,0.01,0.00,-0.32,-0.17,-0.70,0.16,0.22,0.20
Tax %,,100.0,50.0,33.33,33.33,0.0,,0.0,0.00,0.00,0.0,0.0,
Net Profit,0.00,0.01,0.01,0.04,0.1,0.01,0.00,-0.33,-0.17,-0.70,0.16,0.22,0.20
EPS in Rs,0.00,0.03,0.03,0.12,0.29,0.03,0.00,-0.96,-0.49,-2.03,0.46,0.09,0.20
