,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,559.0,590.0,606.0,669.0,673.0,726.0,855.0,965.0,776.0,762.0,943.0,1057.0,1115
Expenses,444.0,490.0,502.0,545.0,562.0,608.0,686.0,779.0,689.0,658.0,796.0,880.0,925
Operating Profit,114.0,101.0,104.0,124.0,111.0,117.0,169.0,186.0,86.0,105.0,147.0,177.0,190
OPM %,20.0,17.0,17.0,19.0,17.0,16.0,20.0,19.0,11.0,14.0,16.0,17.0,17
Other Income,4.0,9.0,3.0,4.0,3.0,8.0,12.0,22.0,16.0,15.0,10.0,12.0,13
Interest,15.0,19.0,19.0,19.0,18.0,18.0,15.0,16.0,22.0,23.0,18.0,21.0,25
Depreciation,29.0,32.0,36.0,31.0,32.0,32.0,31.0,35.0,33.0,31.0,37.0,41.0,42
Profit before tax,73.0,58.0,52.0,78.0,64.0,75.0,135.0,157.0,47.0,66.0,102.0,128.0,136
Tax %,31.0,18.0,35.0,31.0,32.0,30.0,31.0,30.0,29.0,16.0,26.0,25.0,
Net Profit,51.0,48.0,34.0,54.0,43.0,53.0,93.0,110.0,33.0,56.0,76.0,96.0,102
EPS in Rs,5.15,4.87,3.4,5.49,4.33,5.33,9.36,11.17,3.31,5.58,7.56,9.7,10.32
