,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,129.0,180.0,184.0,186.0,185.0,208.0,224.0,230.0,266.0,258.0,254.0,231.0,228
Interest,59.0,89.0,81.0,85.0,90.0,91.0,96.0,104.0,121.0,130.0,120.0,91.0,91
Expenses,6.0,20.0,20.0,20.0,19.0,43.0,20.0,18.0,47.0,27.0,25.0,30.0,26
Financing Profit,64.0,72.0,83.0,81.0,75.0,74.0,107.0,108.0,98.0,101.0,109.0,111.0,110
Financing Margin %,49.0,40.0,45.0,43.0,41.0,35.0,48.0,47.0,37.0,39.0,43.0,48.0,48
Other Income,1.0,2.0,3.0,2.0,1.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0
Depreciation,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1
Profit before tax,63.0,72.0,84.0,82.0,76.0,97.0,107.0,114.0,97.0,100.0,108.0,109.0,109
Tax %,22.0,23.0,30.0,26.0,29.0,27.0,28.0,24.0,17.0,19.0,21.0,20.0,
Net Profit,49.0,56.0,58.0,60.0,54.0,70.0,77.0,86.0,81.0,81.0,85.0,88.0,86
EPS in Rs,6.13,6.88,7.25,7.46,6.64,8.73,9.6,10.69,10.04,10.0,9.44,9.73,9.55
