,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4903.0,5016.0,5821.0,6117.0,6281.0,6715.0,7800.0,8536.0,5891.0,5631.0,7078.0,5690.0,6312
Expenses,4087.0,4289.0,5051.0,5338.0,5460.0,5770.0,6846.0,7610.0,5942.0,5283.0,6372.0,5126.0,5621
Operating Profit,815.0,727.0,770.0,779.0,820.0,945.0,954.0,926.0,-51.0,348.0,706.0,564.0,692
OPM %,17.0,14.0,13.0,13.0,13.0,14.0,12.0,11.0,-1.0,6.0,10.0,10.0,11
Other Income,34.0,-59.0,-184.0,-35.0,34.0,59.0,163.0,275.0,75.0,116.0,611.0,1004.0,1040
Interest,477.0,486.0,468.0,469.0,491.0,459.0,479.0,514.0,692.0,746.0,558.0,469.0,466
Depreciation,144.0,170.0,205.0,244.0,297.0,301.0,339.0,313.0,347.0,351.0,337.0,236.0,238
Profit before tax,229.0,13.0,-86.0,31.0,67.0,243.0,299.0,374.0,-1014.0,-633.0,422.0,863.0,1028
Tax %,0.0,64.0,54.0,-78.0,27.0,27.0,26.0,32.0,29.0,36.0,22.0,4.0,
Net Profit,229.0,4.0,-40.0,55.0,49.0,176.0,221.0,254.0,-719.0,-403.0,329.0,832.0,972
EPS in Rs,5.52,0.07,-0.9,1.25,1.06,3.68,4.42,4.82,-14.41,-7.97,5.48,13.69,16.05
