,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,421.0,354.0,269.0,275.0,228.0,190.0,195.0,263.0,260.0,204.0,176.0,204.0,228
Expenses,561.0,512.0,593.0,567.0,307.0,727.0,318.0,275.0,299.0,274.0,261.0,298.0,316
Operating Profit,-140.0,-158.0,-324.0,-292.0,-79.0,-537.0,-123.0,-12.0,-39.0,-70.0,-85.0,-94.0,-88
OPM %,-33.0,-45.0,-120.0,-106.0,-34.0,-283.0,-63.0,-5.0,-15.0,-35.0,-49.0,-46.0,-39
Other Income,35.0,22.0,353.0,40.0,-136.0,47.0,48.0,245.0,271.0,58.0,702.0,57.0,60
Interest,284.0,328.0,262.0,291.0,53.0,62.0,66.0,67.0,65.0,84.0,74.0,69.0,66
Depreciation,16.0,14.0,13.0,12.0,10.0,11.0,10.0,9.0,10.0,10.0,10.0,9.0,10
Profit before tax,-405.0,-478.0,-246.0,-556.0,-278.0,-562.0,-151.0,156.0,157.0,-105.0,533.0,-115.0,-104
Tax %,-0.0,-0.0,-8.0,-0.0,-0.0,3.0,0.0,0.0,1.0,-4.0,0.0,-7.0,
Net Profit,-405.0,-480.0,-265.0,-557.0,-278.0,-544.0,-151.0,155.0,156.0,-110.0,533.0,-123.0,-112
EPS in Rs,-5.33,-6.32,-3.48,-4.63,-2.31,-4.52,-1.26,4.36,4.38,-3.09,14.97,-3.46,-3.15
