,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,220.0,214.0,226.0,255.0,238.0,255.0,237.0,319.0,352.0,314.0,374.0,390.0,382
Expenses,204.0,219.0,206.0,237.0,221.0,239.0,221.0,301.0,339.0,296.0,355.0,369.0,361
Operating Profit,16.0,-5.0,21.0,18.0,16.0,16.0,16.0,18.0,14.0,18.0,19.0,21.0,21
OPM %,7.0,-2.0,9.0,7.0,7.0,6.0,7.0,5.0,4.0,6.0,5.0,5.0,6
Other Income,2.0,2.0,-3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1
Interest,11.0,9.0,11.0,11.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,8
Depreciation,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4
Profit before tax,2.0,-18.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,5.0,7.0,11.0,10
Tax %,42.0,36.0,97.0,-5.0,15.0,-7.0,-78.0,65.0,1681.0,21.0,39.0,44.0,
Net Profit,1.0,-11.0,0.0,1.0,1.0,2.0,5.0,1.0,-3.0,4.0,4.0,6.0,6
EPS in Rs,0.42,-4.17,0.01,0.4,0.4,0.59,1.5,0.39,-0.84,1.35,1.47,2.0,1.94
