,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4992.0,5485.0,3448.0,2532.0,3978.0,3376.0,3921.0,1940.0,1705.0,1575.0,2692.0,5642.0,4479
Expenses,4520.0,4967.0,3192.0,2474.0,3705.0,3155.0,3593.0,2070.0,1815.0,1676.0,2882.0,6238.0,5710
Operating Profit,472.0,517.0,256.0,58.0,273.0,221.0,328.0,-130.0,-110.0,-101.0,-190.0,-595.0,-1231
OPM %,9.0,9.0,7.0,2.0,7.0,7.0,8.0,-7.0,-6.0,-6.0,-7.0,-11.0,-27
Other Income,31.0,35.0,-174.0,-115.0,26.0,35.0,43.0,5.0,29.0,-122.0,-78.0,63.0,57
Interest,153.0,264.0,282.0,236.0,329.0,325.0,308.0,308.0,329.0,348.0,370.0,526.0,504
Depreciation,117.0,123.0,126.0,94.0,93.0,89.0,89.0,89.0,82.0,82.0,82.0,79.0,63
Profit before tax,233.0,165.0,-326.0,-387.0,-123.0,-158.0,-27.0,-522.0,-492.0,-653.0,-720.0,-1137.0,-1742
Tax %,41.0,49.0,28.0,-1.0,27.0,23.0,19.0,7.0,7.0,6.0,4.0,21.0,
Net Profit,138.0,84.0,-236.0,-392.0,-89.0,-122.0,-22.0,-486.0,-459.0,-615.0,-689.0,-900.0,-1510
EPS in Rs,2.31,1.4,-3.94,-6.55,-1.49,-2.04,-0.36,-8.13,-7.67,-10.29,-11.52,-15.05,-25.24
