,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2618.0,3042.0,3492.0,3966.0,4199.0,4574.0,4561.0,4469.0,4632.0,4030.0,5718.0,6298.0,6630
Expenses,2290.0,3827.0,3430.0,3857.0,4106.0,4220.0,4287.0,4238.0,4022.0,3626.0,4649.0,5196.0,5481
Operating Profit,328.0,-785.0,62.0,109.0,92.0,354.0,274.0,231.0,610.0,404.0,1069.0,1101.0,1149
OPM %,13.0,-26.0,2.0,3.0,2.0,8.0,6.0,5.0,13.0,10.0,19.0,17.0,17
Other Income,200.0,2169.0,152.0,92.0,299.0,649.0,-689.0,228.0,126.0,95.0,367.0,157.0,80
Interest,251.0,461.0,250.0,152.0,133.0,229.0,258.0,337.0,205.0,166.0,147.0,129.0,128
Depreciation,175.0,229.0,183.0,235.0,225.0,222.0,239.0,233.0,292.0,291.0,301.0,316.0,328
Profit before tax,102.0,694.0,-219.0,-185.0,34.0,552.0,-912.0,-110.0,239.0,43.0,988.0,814.0,773
Tax %,36.0,25.0,-5.0,-2.0,-24.0,13.0,-2.0,-103.0,62.0,230.0,20.0,22.0,
Net Profit,67.0,528.0,-218.0,-130.0,42.0,479.0,-934.0,-224.0,91.0,-56.0,790.0,633.0,588
EPS in Rs,1.78,12.34,-4.73,-3.1,0.4,8.14,-19.46,-3.96,0.77,-1.45,7.35,7.8,7.26
