,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,76.0,94.0,45.0,24.0,40.0,94.0,124.0,140.0,95.0,44.0,38.0,52.0,64
Expenses,86.0,99.0,53.0,23.0,41.0,116.0,114.0,137.0,111.0,41.0,38.0,46.0,48
Operating Profit,-10.0,-5.0,-8.0,1.0,-1.0,-22.0,10.0,3.0,-16.0,2.0,0.0,7.0,16
OPM %,-14.0,-5.0,-18.0,3.0,-2.0,-24.0,8.0,2.0,-17.0,5.0,0.0,13.0,25
Other Income,74.0,39.0,14.0,9.0,16.0,80.0,15.0,3.0,2.0,1.0,11.0,10.0,9
Interest,4.0,3.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1
Depreciation,8.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2
Profit before tax,52.0,30.0,4.0,8.0,14.0,53.0,23.0,4.0,-17.0,-1.0,8.0,13.0,22
Tax %,-17.0,135.0,3061.0,0.0,159.0,1.0,68.0,75.0,122.0,-3874.0,-69.0,57.0,
Net Profit,61.0,-10.0,-127.0,8.0,-8.0,53.0,7.0,1.0,4.0,-21.0,13.0,6.0,15
EPS in Rs,12.47,-2.1,-26.04,1.59,-1.73,10.86,1.5,0.19,0.77,-4.39,2.65,1.17,3.03
